"","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","Season","Position"
"785","Trevor Ariza","HOU","31","5","5","100%","2.6","10.0","26.0","30.0","44.0%","1.8","4.4","40.9","56.0%","0.8","5.6","14.3","2015","Forward"
"786","Myles Turner","IND","20","7","7","100%","4.7","9.9","47.8","47.8","97.1%","4.7","9.6","49.3","2.9%","0.0","0.3","0.0","2015","Forward"
"787","Luol Deng","MIA","31","14","14","100%","4.6","9.5","48.9","57.9","57.1%","2.9","5.4","53.9","42.9%","1.7","4.1","42.1","2015","Forward"
"788","Maurice Harkless","POR","23","11","11","100%","4.3","9.4","45.6","52.9","57.3%","2.9","5.4","54.2","42.7%","1.4","4.0","34.1","2015","Forward"
"789","Serge Ibaka","OKC","26","18","18","100%","4.7","9.0","52.5","62.0","58.0%","3.0","5.2","57.4","42.0%","1.7","3.8","45.6","2015","Forward"
"790","Nicolas Batum","CHA","27","5","5","100%","3.4","8.8","38.6","45.5","50.0%","2.2","4.4","50.0","50.0%","1.2","4.4","27.3","2015","Forward"
"791","JR Smith","CLE","30","21","21","100%","3.9","8.6","45.6","63.6","18.3%","0.8","1.6","51.5","81.7%","3.1","7.0","44.2","2015","Forward"
"792","Michael Beasley","HOU","27","5","5","100%","4.4","8.4","52.4","54.8","85.7%","4.0","7.2","55.6","14.3%","0.4","1.2","33.3","2015","Forward"
"793","Harrison Barnes","GSW","24","24","24","100%","3.4","8.4","40.8","47.3","62.2%","2.3","5.2","44.8","37.8%","1.1","3.2","34.2","2015","Forward"
"794","DeMarre Carroll","TOR","29","20","20","100%","3.1","7.7","40.5","49.0","48.4%","1.8","3.7","48.6","51.6%","1.3","4.0","32.9","2015","Forward"
"795","Tony Allen","MEM","34","4","4","100%","2.5","7.5","33.3","35.0","76.7%","2.3","5.8","39.1","23.3%","0.3","1.8","14.3","2015","Forward"
"796","Jeff Green","LAC","29","6","6","100%","3.5","7.3","47.7","52.3","77.3%","2.8","5.7","50.0","22.7%","0.7","1.7","40.0","2015","Forward"
"797","Justin Anderson","DAL","22","5","5","100%","3.4","7.2","47.2","52.8","63.9%","2.6","4.6","56.5","36.1%","0.8","2.6","30.8","2015","Forward"
"798","Jonas Jerebko","BOS","29","6","6","100%","3.7","7.2","51.2","59.3","48.8%","2.5","3.5","71.4","51.2%","1.2","3.7","31.8","2015","Forward"
"799","Kris Humphries","ATL","31","4","4","100%","3.3","7.0","46.4","55.4","64.3%","2.0","4.5","44.4","35.7%","1.3","2.5","50.0","2015","Forward"
"800","Donatas Motiejunas","HOU","25","5","5","100%","3.2","7.0","45.7","51.4","74.3%","2.4","5.2","46.2","25.7%","0.8","1.8","44.4","2015","Forward"
"801","Andre Iguodala","GSW","32","24","24","100%","3.3","6.5","49.7","57.6","58.6%","2.2","3.8","57.6","41.4%","1.0","2.7","38.5","2015","Forward"
"802","Danny Green","SAS","29","10","10","100%","3.0","6.5","46.2","64.6","26.2%","0.6","1.7","35.3","73.8%","2.4","4.8","50.0","2015","Forward"
"803","Patrick Patterson","TOR","27","20","20","100%","2.8","6.5","42.3","50.4","46.2%","1.7","3.0","56.7","53.8%","1.1","3.5","30.0","2015","Forward"
"804","Marvin Williams","CHA","30","7","7","100%","2.0","6.4","31.1","37.8","62.2%","1.1","4.0","28.6","37.8%","0.9","2.4","35.3","2015","Forward"
"805","Jared Sullinger","BOS","24","6","6","100%","2.2","6.3","34.2","36.8","89.5%","1.8","5.7","32.4","10.5%","0.3","0.7","50.0","2015","Forward"
"806","Vince Carter","MEM","39","4","4","100%","3.8","6.0","62.5","77.1","58.3%","2.0","3.5","57.1","41.7%","1.8","2.5","70.0","2015","Forward"
"807","Stanley Johnson","DET","20","4","4","100%","3.0","5.8","52.2","65.2","56.5%","1.5","3.3","46.2","43.5%","1.5","2.5","60.0","2015","Forward"
"808","Terrence Ross","TOR","25","20","20","100%","2.3","5.7","40.4","49.6","44.7%","1.3","2.5","49.0","55.3%","1.1","3.1","33.3","2015","Forward"
"809","Mason Plumlee","POR","26","11","11","100%","2.5","5.3","48.3","48.3","100%","2.5","5.3","48.3","0.0%","0.0","0.0","-","2015","Forward"
"810","Cody Zeller","CHA","23","7","7","100%","3.0","5.1","58.3","58.3","100%","3.0","5.1","58.3","0.0%","0.0","0.0","-","2015","Forward"
"811","David West","SAS","35","10","10","100%","2.5","5.1","49.0","52.0","90.2%","2.2","4.6","47.8","9.8%","0.3","0.5","60.0","2015","Forward"
"812","Justise Winslow","MIA","20","13","13","100%","2.5","5.1","48.5","52.3","72.7%","2.1","3.7","56.3","27.3%","0.4","1.4","27.8","2015","Forward"
"813","JaMychal Green","MEM","26","4","4","100%","3.0","5.0","60.0","60.0","95.0%","3.0","4.8","63.2","5.0%","0.0","0.3","0.0","2015","Forward"
"814","Tyler Zeller","BOS","26","3","3","100%","2.3","5.0","46.7","46.7","100%","2.3","5.0","46.7","0.0%","0.0","0.0","-","2015","Forward"
"815","CJ Miles","IND","29","7","7","100%","1.4","5.0","28.6","31.4","45.7%","1.1","2.3","50.0","54.3%","0.3","2.7","10.5","2015","Forward"
"816","Amir Johnson","BOS","29","6","6","100%","3.7","4.8","75.9","75.9","93.1%","3.7","4.5","81.5","6.9%","0.0","0.3","0.0","2015","Forward"
"817","Corey Brewer","HOU","30","5","4","100%","1.4","4.8","29.2","31.3","58.3%","1.2","2.8","42.9","41.7%","0.2","2.0","10.0","2015","Forward"
"818","Marreese Speights","GSW","28","24","23","100%","1.9","4.8","40.4","48.2","62.3%","1.2","3.0","39.4","37.7%","0.8","1.8","41.9","2015","Forward"
"819","Boris Diaw","SAS","34","9","9","100%","2.3","4.7","50.0","52.4","88.1%","2.1","4.1","51.4","11.9%","0.2","0.6","40.0","2015","Forward"
"820","Dwight Powell","DAL","24","4","4","100%","2.3","4.5","50.0","50.0","94.4%","2.3","4.3","52.9","5.6%","0.0","0.3","0.0","2015","Forward"
"821","Thabo Sefolosha","ATL","32","10","10","100%","2.2","4.5","48.9","56.7","57.8%","1.5","2.6","57.7","42.2%","0.7","1.9","36.8","2015","Forward"
"822","Tim Duncan","SAS","40","10","8","100%","2.2","4.4","50.0","50.0","100%","2.2","4.4","50.0","0.0%","0.0","0.0","-","2015","Forward"
"823","David Lee","DAL","33","2","2","100%","3.0","4.0","75.0","75.0","100%","3.0","4.0","75.0","0.0%","0.0","0.0","-","2015","Forward"
"824","Solomon Hill","IND","25","7","7","100%","2.0","4.0","50.0","69.6","32.1%","0.4","1.3","33.3","67.9%","1.6","2.7","57.9","2015","Forward"
"825","Channing Frye","CLE","33","17","14","100%","2.4","3.9","61.2","80.6","32.8%","0.9","1.3","68.2","67.2%","1.5","2.6","57.8","2015","Forward"
"826","Gerald Green","MIA","30","12","11","100%","1.3","3.9","34.0","38.3","70.2%","1.0","2.8","36.4","29.8%","0.3","1.2","28.6","2015","Forward"
"827","Mike Scott","ATL","27","10","8","100%","2.5","3.9","64.1","74.4","59.0%","1.7","2.3","73.9","41.0%","0.8","1.6","50.0","2015","Forward"
"828","Tristan Thompson","CLE","25","21","19","100%","2.3","3.7","62.8","62.8","100%","2.3","3.7","62.8","0.0%","0.0","0.0","-","2015","Forward"
"829","Richard Jefferson","CLE","36","21","20","100%","2.1","3.6","57.9","65.1","63.2%","1.6","2.3","68.8","36.8%","0.5","1.3","39.3","2015","Forward"
"830","Jarell Martin","MEM","22","2","2","100%","1.5","3.5","42.9","42.9","100%","1.5","3.5","42.9","0.0%","0.0","0.0","-","2015","Forward"
"831","Josh McRoberts","MIA","29","10","8","100%","1.6","3.4","47.1","47.1","79.4%","1.6","2.7","59.3","20.6%","0.0","0.7","0.0","2015","Forward"
"832","Josh Smith","HOU","30","4","4","100%","1.5","3.3","46.2","61.5","38.5%","0.5","1.3","40.0","61.5%","1.0","2.0","50.0","2015","Forward"
"833","Bismack Biyombo","TOR","23","20","17","100%","2.0","3.1","64.5","64.5","100%","2.0","3.1","64.5","0.0%","0.0","0.0","-","2015","Forward"
"834","Ed Davis","POR","27","11","11","100%","1.9","3.1","61.8","61.8","94.1%","1.9","2.9","65.6","5.9%","0.0","0.2","0.0","2015","Forward"
"835","Reggie Bullock","DET","25","2","2","100%","2.5","3.0","83.3","100","50.0%","1.5","1.5","100","50.0%","1.0","1.5","66.7","2015","Forward"
"836","Chris Andersen","MEM","37","4","4","100%","1.3","3.0","41.7","41.7","100%","1.3","3.0","41.7","0.0%","0.0","0.0","-","2015","Forward"
"837","PJ Hairston","MEM","23","2","2","100%","1.0","3.0","33.3","41.7","50.0%","0.5","1.5","33.3","50.0%","0.5","1.5","33.3","2015","Forward"
"838","Charlie Villanueva","DAL","31","4","3","100%","0.8","3.0","25.0","29.2","58.3%","0.5","1.8","28.6","41.7%","0.3","1.3","20.0","2015","Forward"
"839","Luis Scola","TOR","36","11","11","100%","0.7","2.5","28.6","35.7","25.0%","0.4","0.6","57.1","75.0%","0.4","1.9","19.0","2015","Forward"
"840","KJ McDaniels","HOU","23","4","4","100%","1.0","2.5","40.0","45.0","70.0%","0.8","1.8","42.9","30.0%","0.3","0.8","33.3","2015","Forward"
"841","James Johnson","TOR","29","10","7","100%","1.2","2.4","50.0","58.3","62.5%","0.8","1.5","53.3","37.5%","0.4","0.9","44.4","2015","Forward"
"842","Spencer Hawes","CHA","28","5","5","100%","1.2","2.4","50.0","54.2","66.7%","1.0","1.6","62.5","33.3%","0.2","0.8","25.0","2015","Forward"
"843","Kyle Anderson","SAS","22","10","8","100%","0.8","2.4","33.3","35.4","87.5%","0.7","2.1","33.3","12.5%","0.1","0.3","33.3","2015","Forward"
"844","Paul Pierce","LAC","38","5","5","100%","0.4","2.4","16.7","20.8","58.3%","0.2","1.4","14.3","41.7%","0.2","1.0","20.0","2015","Forward"
"845","Wesley Johnson","LAC","28","6","5","100%","0.8","2.3","35.7","46.4","35.7%","0.3","0.8","40.0","64.3%","0.5","1.5","33.3","2015","Forward"
"846","Amar'e Stoudemire","MIA","33","9","8","100%","1.2","2.1","57.9","57.9","100%","1.2","2.1","57.9","0.0%","0.0","0.0","-","2015","Forward"
"847","Mike Muscala","ATL","24","9","6","100%","1.1","2.1","52.6","57.9","68.4%","0.9","1.4","61.5","31.6%","0.2","0.7","33.3","2015","Forward"
"848","Jonathon Simmons","SAS","26","3","2","100%","1.3","2.0","66.7","83.3","66.7%","0.7","1.3","50.0","33.3%","0.7","0.7","100","2015","Forward"
"849","Jordan Mickey","BOS","21","2","2","100%","1.0","2.0","50.0","50.0","100%","1.0","2.0","50.0","0.0%","0.0","0.0","-","2015","Forward"
"850","Dorell Wright","MIA","30","5","5","100%","1.0","1.8","55.6","66.7","44.4%","0.6","0.8","75.0","55.6%","0.4","1.0","40.0","2015","Forward"
"851","Aron Baynes","DET","29","4","4","100%","1.0","1.8","57.1","57.1","100%","1.0","1.8","57.1","0.0%","0.0","0.0","-","2015","Forward"
"852","Kelly Olynyk","BOS","25","4","4","100%","0.3","1.8","14.3","14.3","57.1%","0.3","1.0","25.0","42.9%","0.0","0.8","0.0","2015","Forward"
"853","Clint Capela","HOU","22","5","5","100%","0.6","1.6","37.5","37.5","100%","0.6","1.6","37.5","0.0%","0.0","0.0","-","2015","Forward"
"854","Udonis Haslem","MIA","36","9","6","100%","0.9","1.6","57.1","57.1","100%","0.9","1.6","57.1","0.0%","0.0","0.0","-","2015","Forward"
"855","Lamar Patterson","ATL","24","4","3","100%","0.5","1.5","33.3","41.7","50.0%","0.3","0.8","33.3","50.0%","0.3","0.8","33.3","2015","Forward"
"856","Montrezl Harrell","HOU","22","2","2","100%","0.5","1.5","33.3","33.3","66.7%","0.5","1.0","50.0","33.3%","0.0","0.5","0.0","2015","Forward"
"857","Kyle Singler","OKC","28","6","4","100%","0.5","1.5","33.3","44.4","55.6%","0.2","0.8","20.0","44.4%","0.3","0.7","50.0","2015","Forward"
"858","Josh Huestis","OKC","24","2","2","100%","0.5","1.5","33.3","50.0","33.3%","0.0","0.5","0.0","66.7%","0.5","1.0","50.0","2015","Forward"
"859","Brandon Rush","GSW","30","14","9","100%","0.6","1.4","45.0","55.0","40.0%","0.4","0.6","62.5","60.0%","0.3","0.9","33.3","2015","Forward"
"860","Anthony Tolliver","DET","31","3","3","100%","0.7","1.3","50.0","50.0","50.0%","0.7","0.7","100","50.0%","0.0","0.7","0.0","2015","Forward"
"861","Lavoy Allen","IND","27","6","3","100%","0.5","1.3","37.5","37.5","100%","0.5","1.3","37.5","0.0%","0.0","0.0","-","2015","Forward"
"862","Luc Mbah a Moute","LAC","29","5","3","100%","0.8","1.0","80.0","80.0","100%","0.8","1.0","80.0","0.0%","0.0","0.0","-","2015","Forward"
"863","Glenn Robinson III","IND","22","4","3","100%","0.8","1.0","75.0","75.0","100%","0.8","1.0","75.0","0.0%","0.0","0.0","-","2015","Forward"
"864","James Young","BOS","20","3","1","100%","0.3","1.0","33.3","33.3","66.7%","0.3","0.7","50.0","33.3%","0.0","0.3","0.0","2015","Forward"
"865","John Holland","BOS","27","1","1","100%","0.0","1.0","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","1.0","0.0","2015","Forward"
"866","Jason Thompson","TOR","29","10","6","100%","0.4","0.9","44.4","44.4","88.9%","0.4","0.8","50.0","11.1%","0.0","0.1","0.0","2015","Forward"
"867","Dahntay Jones","CLE","35","15","9","100%","0.4","0.9","46.2","50.0","76.9%","0.3","0.7","50.0","23.1%","0.1","0.2","33.3","2015","Forward"
"868","James Jones","CLE","35","12","5","100%","0.2","0.8","20.0","25.0","30.0%","0.1","0.3","33.3","70.0%","0.1","0.6","14.3","2015","Forward"
"869","Anderson Varejao","GSW","33","17","9","100%","0.3","0.7","41.7","41.7","100%","0.3","0.7","41.7","0.0%","0.0","0.0","-","2015","Forward"
"870","Nick Collison","OKC","35","9","5","100%","0.4","0.7","66.7","66.7","100%","0.4","0.7","66.7","0.0%","0.0","0.0","-","2015","Forward"
"871","Jeff Ayres","LAC","29","2","1","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2015","Forward"
"872","Noah Vonleh","POR","20","6","2","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2015","Forward"
"873","James Michael McAdoo","GSW","23","8","2","100%","0.3","0.3","100","100","100%","0.3","0.3","100","0.0%","0.0","0.0","-","2015","Forward"
"874","LeBron James","CLE","30","20","20","100%","11.3","25.9","43.9","46.3","78.7%","10.1","20.4","49.6","21.3%","1.3","5.5","22.7","2014","Forward"
"875","Anthony Davis","NOP","22","4","4","100%","11.8","20.8","56.6","56.6","97.6%","11.8","20.3","58.0","2.4%","0.0","0.5","0.0","2014","Forward"
"876","LaMarcus Aldridge","POR","29","5","5","100%","7.4","20.6","35.9","37.4","89.3%","6.8","18.4","37.0","10.7%","0.6","2.2","27.3","2014","Forward"
"877","Blake Griffin","LAC","26","14","14","100%","10.0","17.9","55.8","56.0","97.2%","9.9","17.4","57.0","2.8%","0.1","0.5","14.3","2014","Forward"
"878","Dirk Nowitzki","DAL","37","5","5","100%","7.6","16.8","45.2","47.6","79.8%","6.8","13.4","50.7","20.2%","0.8","3.4","23.5","2014","Forward"
"879","Jimmy Butler","CHI","25","12","12","100%","7.8","16.5","47.5","54.5","63.6%","5.5","10.5","52.4","36.4%","2.3","6.0","38.9","2014","Forward"
"880","Joe Johnson","BKN","34","6","6","100%","5.7","15.3","37.0","43.5","56.5%","3.7","8.7","42.3","43.5%","2.0","6.7","30.0","2014","Forward"
"881","Kawhi Leonard","SAS","24","7","7","100%","7.4","14.7","50.5","55.8","75.7%","5.9","11.1","52.6","24.3%","1.6","3.6","44.0","2014","Forward"
"882","Khris Middleton","MIL","23","6","6","100%","5.8","14.3","40.7","47.1","60.5%","4.0","8.7","46.2","39.5%","1.8","5.7","32.4","2014","Forward"
"883","Chandler Parsons","DAL","26","1","1","100%","5.0","14.0","35.7","35.7","71.4%","5.0","10.0","50.0","28.6%","0.0","4.0","0.0","2014","Forward"
"884","Zach Randolph","MEM","33","11","11","100%","6.5","13.8","46.7","47.0","96.7%","6.4","13.4","47.6","3.3%","0.1","0.5","20.0","2014","Forward"
"885","Nicolas Batum","POR","26","5","5","100%","4.8","13.2","36.4","46.2","40.9%","2.2","5.4","40.7","59.1%","2.6","7.8","33.3","2014","Forward"
"886","Al Horford","ATL","29","16","16","100%","6.7","12.8","52.5","52.9","95.6%","6.6","12.2","53.8","4.4%","0.1","0.6","22.2","2014","Forward"
"887","Paul Millsap","ATL","30","16","16","100%","5.3","12.4","42.7","46.5","75.4%","4.4","9.4","46.7","24.6%","0.9","3.1","30.6","2014","Forward"
"888","Tim Duncan","SAS","39","7","7","100%","7.6","11.6","65.4","65.4","98.8%","7.6","11.4","66.3","1.2%","0.0","0.1","0.0","2014","Forward"
"889","JR Smith","CLE","29","18","18","100%","4.6","11.1","41.5","54.3","31.0%","1.8","3.4","51.6","69.0%","2.8","7.7","37.0","2014","Forward"
"890","Pau Gasol","CHI","34","10","10","100%","5.6","11.0","50.9","50.9","96.4%","5.6","10.6","52.8","3.6%","0.0","0.4","0.0","2014","Forward"
"891","Josh Smith","HOU","29","17","17","100%","5.0","10.9","45.9","53.2","61.6%","3.4","6.7","50.9","38.4%","1.6","4.2","38.0","2014","Forward"
"892","Giannis Antetokounmpo","MIL","20","6","6","100%","4.3","10.8","40.0","40.0","98.5%","4.3","10.7","40.6","1.5%","0.0","0.2","0.0","2014","Forward"
"893","Draymond Green","GSW","25","21","21","100%","4.8","10.7","44.4","49.8","60.0%","3.6","6.4","56.3","40.0%","1.1","4.3","26.7","2014","Forward"
"894","DeMarre Carroll","ATL","28","16","16","100%","5.4","10.3","52.1","60.9","57.6%","3.6","5.9","60.0","42.4%","1.8","4.4","41.4","2014","Forward"
"895","Thaddeus Young","BKN","27","6","6","100%","4.8","10.2","47.5","47.5","93.4%","4.8","9.5","50.9","6.6%","0.0","0.7","0.0","2014","Forward"
"896","Boris Diaw","SAS","33","7","7","100%","4.9","10.0","48.6","51.4","74.3%","4.3","7.4","57.7","25.7%","0.6","2.6","22.2","2014","Forward"
"897","Trevor Ariza","HOU","29","17","17","100%","4.4","10.0","44.1","54.7","44.1%","2.3","4.4","52.0","55.9%","2.1","5.6","37.9","2014","Forward"
"898","Ersan Ilyasova","MIL","28","6","6","100%","3.3","9.7","34.5","38.8","60.3%","2.5","5.8","42.9","39.7%","0.8","3.8","21.7","2014","Forward"
"899","Paul Pierce","WAS","37","10","10","100%","4.8","9.6","50.0","67.2","35.4%","1.5","3.4","44.1","64.6%","3.3","6.2","53.2","2014","Forward"
"900","Evan Turner","BOS","26","4","4","100%","4.0","9.3","43.2","45.9","89.2%","3.5","8.3","42.4","10.8%","0.5","1.0","50.0","2014","Forward"
"901","Harrison Barnes","GSW","23","21","21","100%","4.2","9.2","45.6","51.3","67.9%","3.1","6.2","50.4","32.1%","1.1","3.0","35.5","2014","Forward"
"902","Bojan Bogdanovic","BKN","26","6","6","100%","3.8","9.2","41.8","51.8","41.8%","2.0","3.8","52.2","58.2%","1.8","5.3","34.4","2014","Forward"
"903","Corey Brewer","HOU","29","17","17","100%","4.2","9.1","46.8","50.6","72.7%","3.5","6.6","53.6","27.3%","0.7","2.5","28.6","2014","Forward"
"904","Jared Sullinger","BOS","23","4","4","100%","5.3","9.0","58.3","62.5","75.0%","4.5","6.8","66.7","25.0%","0.8","2.3","33.3","2014","Forward"
"905","Kevin Love","CLE","26","4","4","100%","4.3","9.0","47.2","59.7","44.4%","2.0","4.0","50.0","55.6%","2.3","5.0","45.0","2014","Forward"
"906","Jeff Green","MEM","28","11","11","100%","3.3","8.9","36.7","38.8","82.7%","2.9","7.4","39.5","17.3%","0.4","1.6","23.5","2014","Forward"
"907","Ryan Anderson","NOP","27","4","4","100%","4.0","8.8","45.7","52.9","65.7%","2.8","5.8","47.8","34.3%","1.3","3.0","41.7","2014","Forward"
"908","Tyreke Evans","NOP","25","4","4","100%","3.5","8.8","40.0","42.9","68.6%","3.0","6.0","50.0","31.4%","0.5","2.8","18.2","2014","Forward"
"909","Otto Porter Jr.","WAS","22","10","10","100%","3.9","8.4","46.4","53.6","61.9%","2.7","5.2","51.9","38.1%","1.2","3.2","37.5","2014","Forward"
"910","Terrence Jones","HOU","23","17","17","100%","3.9","8.3","47.5","48.6","87.2%","3.8","7.2","52.0","12.8%","0.2","1.1","16.7","2014","Forward"
"911","Danny Green","SAS","28","7","7","100%","3.0","8.1","36.8","47.4","29.8%","1.3","2.4","52.9","70.2%","1.7","5.7","30.0","2014","Forward"
"912","Andre Iguodala","GSW","31","21","21","100%","3.9","8.0","48.2","56.8","51.2%","2.5","4.1","60.5","48.8%","1.4","3.9","35.4","2014","Forward"
"913","Miles Plumlee","MIL","26","1","1","100%","1.0","8.0","12.5","12.5","100%","1.0","8.0","12.5","0.0%","0.0","0.0","-","2014","Forward"
"914","Amir Johnson","TOR","28","4","4","100%","5.0","7.0","71.4","71.4","96.4%","5.0","6.8","74.1","3.6%","0.0","0.3","0.0","2014","Forward"
"915","Johnny O'Bryant III","MIL","22","1","1","100%","3.0","7.0","42.9","42.9","100%","3.0","7.0","42.9","0.0%","0.0","0.0","-","2014","Forward"
"916","Terrence Ross","TOR","24","4","4","100%","2.8","7.0","39.3","50.0","39.3%","1.3","2.8","45.5","60.7%","1.5","4.3","35.3","2014","Forward"
"917","Mike Dunleavy","CHI","34","12","12","100%","3.6","6.9","51.8","68.1","33.7%","1.3","2.3","57.1","66.3%","2.3","4.6","49.1","2014","Forward"
"918","Nene","WAS","32","10","10","100%","3.4","6.9","49.3","49.3","100%","3.4","6.9","49.3","0.0%","0.0","0.0","-","2014","Forward"
"919","Alan Anderson","BKN","32","6","6","100%","4.2","6.8","61.0","73.2","61.0%","2.5","4.2","60.0","39.0%","1.7","2.7","62.5","2014","Forward"
"920","Jae Crowder","BOS","24","4","4","100%","3.8","6.8","55.6","61.1","63.0%","3.0","4.3","70.6","37.0%","0.8","2.5","30.0","2014","Forward"
"921","Tyler Zeller","BOS","25","4","4","100%","3.8","6.5","57.7","57.7","100%","3.8","6.5","57.7","0.0%","0.0","0.0","-","2014","Forward"
"922","Matt Barnes","LAC","35","14","14","100%","2.7","6.5","41.8","50.5","35.2%","1.6","2.3","68.8","64.8%","1.1","4.2","27.1","2014","Forward"
"923","Quincy Pondexter","NOP","27","4","4","100%","2.5","6.5","38.5","44.2","61.5%","1.8","4.0","43.8","38.5%","0.8","2.5","30.0","2014","Forward"
