GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021000017,25,202322,John Wall,1610612764,Washington Wizards,1,9,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,36,202322,John Wall,1610612764,Washington Wizards,1,7,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-128,170,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,59,201154,Al Thornton,1610612764,Washington Wizards,1,6,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-171,77,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,97,201858,Cartier Martin,1610612764,Washington Wizards,1,3,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-202,11,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,115,201858,Cartier Martin,1610612764,Washington Wizards,1,1,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,106,227,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,117,202322,John Wall,1610612764,Washington Wizards,1,0,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-11,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,163,201146,Yi Jianlian,1610612764,Washington Wizards,2,9,14,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,0,121,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,181,201580,JaVale McGee,1610612764,Washington Wizards,2,6,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,3,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,188,201154,Al Thornton,1610612764,Washington Wizards,2,5,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,3,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,209,201154,Al Thornton,1610612764,Washington Wizards,2,4,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,12,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,220,201580,JaVale McGee,1610612764,Washington Wizards,2,3,35,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,224,2550,Kirk Hinrich,1610612764,Washington Wizards,2,3,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,20,250,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,234,201580,JaVale McGee,1610612764,Washington Wizards,2,2,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,165,56,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,240,201146,Yi Jianlian,1610612764,Washington Wizards,2,2,6,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,17,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,264,101154,Andray Blatche,1610612764,Washington Wizards,3,11,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-93,168,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,275,2550,Kirk Hinrich,1610612764,Washington Wizards,3,10,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,99,186,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,284,201154,Al Thornton,1610612764,Washington Wizards,3,9,32,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,0,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,301,2550,Kirk Hinrich,1610612764,Washington Wizards,3,7,22,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,61,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,303,2550,Kirk Hinrich,1610612764,Washington Wizards,3,7,1,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,4,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,330,201858,Cartier Martin,1610612764,Washington Wizards,3,4,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-171,39,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,354,101154,Andray Blatche,1610612764,Washington Wizards,3,2,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,7,179,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,392,202322,John Wall,1610612764,Washington Wizards,3,0,29,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,116,99,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,394,202322,John Wall,1610612764,Washington Wizards,3,0,5,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,-5,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,465,202322,John Wall,1610612764,Washington Wizards,4,6,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,488,201156,Nick Young,1610612764,Washington Wizards,4,5,22,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,34,135,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,490,201858,Cartier Martin,1610612764,Washington Wizards,4,4,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-201,-2,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,506,201858,Cartier Martin,1610612764,Washington Wizards,4,3,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,103,184,1,1,20101028,ORL,WAS
Shot Chart Detail,0021000017,537,202344,Trevor Booker,1610612764,Washington Wizards,4,1,45,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,1,1,1,20101028,ORL,WAS
