GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022000009,24,203999,Nikola Jokic,1610612743,Denver Nuggets,1,10,17,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,35,1629008,Michael Porter Jr.,1610612743,Denver Nuggets,1,9,7,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,22,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,39,1629008,Michael Porter Jr.,1610612743,Denver Nuggets,1,8,54,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,61,1627750,Jamal Murray,1610612743,Denver Nuggets,1,7,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,205,149,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,71,1629008,Michael Porter Jr.,1610612743,Denver Nuggets,1,6,30,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,11,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,85,200794,Paul Millsap,1610612743,Denver Nuggets,1,5,32,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,103,203999,Nikola Jokic,1610612743,Denver Nuggets,1,4,14,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,53,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,125,203115,Will Barton,1610612743,Denver Nuggets,1,2,46,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-67,83,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,196,1628392,Isaiah Hartenstein,1610612743,Denver Nuggets,2,11,22,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,-6,1,1,20201225,DEN,LAC
Shot Chart Detail,0022000009,208,1628392,Isaiah Hartenstein,1610612743,Denver Nuggets,2,10,26,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,13,1,1,20201225,DEN,LAC
